YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2015,2015,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.2,16.2,,,13.1,19.8,Gender,Female,"(64.84507995700051, -147.72205903599973)",,2,ALC,ALC2_2,AgeAdjPrev,GENDER,GENF,,,,
2015,2015,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,"(64.84507995700051, -147.72205903599973)",,2,ALC,ALC2_2,AgeAdjPrev,RACE,HIS,,,,
2015,2015,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,23.5,23.5,,,20.6,26.8,Gender,Male,"(64.84507995700051, -147.72205903599973)",,2,ALC,ALC2_2,AgeAdjPrev,GENDER,GENM,,,,
2015,2015,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,23.3,23.3,,,15.7,33,Race/Ethnicity,"Multiracial, non-Hispanic","(64.84507995700051, -147.72205903599973)",,2,ALC,ALC2_2,AgeAdjPrev,RACE,MRC,,,,
2015,2015,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,18.5,18.5,,,14.2,23.7,Race/Ethnicity,"Other, non-Hispanic","(64.84507995700051, -147.72205903599973)",,2,ALC,ALC2_2,AgeAdjPrev,RACE,OTH,,,,
2015,2015,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,20,20,,,17.8,22.3,Overall,Overall,"(64.84507995700051, -147.72205903599973)",,2,ALC,ALC2_2,AgeAdjPrev,OVERALL,OVR,,,,
2015,2015,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,21.9,21.9,,,19.1,25,Race/Ethnicity,"White, non-Hispanic","(64.84507995700051, -147.72205903599973)",,2,ALC,ALC2_2,AgeAdjPrev,RACE,WHT,,,,
2015,2015,AL,Alabama,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,12.4,12.4,,,10.4,14.7,Race/Ethnicity,"Black, non-Hispanic","(32.84057112200048, -86.63186076199969)",,1,ALC,ALC2_2,AgeAdjPrev,RACE,BLK,,,,
2015,2015,AL,Alabama,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.1,8.1,,,6.9,9.5,Gender,Female,"(32.84057112200048, -86.63186076199969)",,1,ALC,ALC2_2,AgeAdjPrev,GENDER,GENF,,,,
2015,2015,AL,Alabama,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,"(32.84057112200048, -86.63186076199969)",,1,ALC,ALC2_2,AgeAdjPrev,RACE,HIS,,,,
2015,2015,AL,Alabama,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.7,16.7,,,14.8,18.7,Gender,Male,"(32.84057112200048, -86.63186076199969)",,1,ALC,ALC2_2,AgeAdjPrev,GENDER,GENM,,,,
2015,2015,AL,Alabama,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic","(32.84057112200048, -86.63186076199969)",,1,ALC,ALC2_2,AgeAdjPrev,RACE,MRC,,,,
2015,2015,AL,Alabama,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic","(32.84057112200048, -86.63186076199969)",,1,ALC,ALC2_2,AgeAdjPrev,RACE,OTH,,,,
2015,2015,AL,Alabama,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,12.2,12.2,,,11.1,13.4,Overall,Overall,"(32.84057112200048, -86.63186076199969)",,1,ALC,ALC2_2,AgeAdjPrev,OVERALL,OVR,,,,
2015,2015,AL,Alabama,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,12.6,12.6,,,11.1,14.1,Race/Ethnicity,"White, non-Hispanic","(32.84057112200048, -86.63186076199969)",,1,ALC,ALC2_2,AgeAdjPrev,RACE,WHT,,,,
2015,2015,AR,Arkansas,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,14.2,14.2,,,9.7,20.3,Race/Ethnicity,"Black, non-Hispanic","(34.74865012400045, -92.27449074299966)",,5,ALC,ALC2_2,AgeAdjPrev,RACE,BLK,,,,
2015,2015,AR,Arkansas,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.8,9.8,,,7.8,12.3,Gender,Female,"(34.74865012400045, -92.27449074299966)",,5,ALC,ALC2_2,AgeAdjPrev,GENDER,GENF,,,,
2015,2015,AR,Arkansas,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,"(34.74865012400045, -92.27449074299966)",,5,ALC,ALC2_2,AgeAdjPrev,RACE,HIS,,,,
2015,2015,AR,Arkansas,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,20.5,20.5,,,17.2,24.3,Gender,Male,"(34.74865012400045, -92.27449074299966)",,5,ALC,ALC2_2,AgeAdjPrev,GENDER,GENM,,,,
2015,2015,AR,Arkansas,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic","(34.74865012400045, -92.27449074299966)",,5,ALC,ALC2_2,AgeAdjPrev,RACE,MRC,,,,
2015,2015,AR,Arkansas,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic","(34.74865012400045, -92.27449074299966)",,5,ALC,ALC2_2,AgeAdjPrev,RACE,OTH,,,,
2015,2015,AR,Arkansas,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,15.1,15.1,,,13.1,17.4,Overall,Overall,"(34.74865012400045, -92.27449074299966)",,5,ALC,ALC2_2,AgeAdjPrev,OVERALL,OVR,,,,
2015,2015,AR,Arkansas,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.1,16.1,,,13.6,18.9,Race/Ethnicity,"White, non-Hispanic","(34.74865012400045, -92.27449074299966)",,5,ALC,ALC2_2,AgeAdjPrev,RACE,WHT,,,,
2015,2015,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,13,13,,,7.7,21,Race/Ethnicity,"Black, non-Hispanic","(34.865970280000454, -111.76381127699972)",,4,ALC,ALC2_2,AgeAdjPrev,RACE,BLK,,,,
2015,2015,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,9,9,,,7.7,10.6,Gender,Female,"(34.865970280000454, -111.76381127699972)",,4,ALC,ALC2_2,AgeAdjPrev,GENDER,GENF,,,,
2015,2015,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.8,16.8,,,14.1,19.9,Race/Ethnicity,Hispanic,"(34.865970280000454, -111.76381127699972)",,4,ALC,ALC2_2,AgeAdjPrev,RACE,HIS,,,,
2015,2015,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,20.8,20.8,,,18.6,23.2,Gender,Male,"(34.865970280000454, -111.76381127699972)",,4,ALC,ALC2_2,AgeAdjPrev,GENDER,GENM,,,,
2015,2015,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,17.7,17.7,,,10.2,28.9,Race/Ethnicity,"Multiracial, non-Hispanic","(34.865970280000454, -111.76381127699972)",,4,ALC,ALC2_2,AgeAdjPrev,RACE,MRC,,,,
2015,2015,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,13.4,13.4,,,8.9,19.6,Race/Ethnicity,"Other, non-Hispanic","(34.865970280000454, -111.76381127699972)",,4,ALC,ALC2_2,AgeAdjPrev,RACE,OTH,,,,
2015,2015,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,14.9,14.9,,,13.6,16.4,Overall,Overall,"(34.865970280000454, -111.76381127699972)",,4,ALC,ALC2_2,AgeAdjPrev,OVERALL,OVR,,,,
2015,2015,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,14,14,,,12.4,15.9,Race/Ethnicity,"White, non-Hispanic","(34.865970280000454, -111.76381127699972)",,4,ALC,ALC2_2,AgeAdjPrev,RACE,WHT,,,,
2015,2015,CA,California,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.5,16.5,,,12.7,21.1,Race/Ethnicity,"Black, non-Hispanic","(37.63864012300047, -120.99999953799971)",,6,ALC,ALC2_2,AgeAdjPrev,RACE,BLK,,,,
2015,2015,CA,California,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,12,12,,,11,13.1,Gender,Female,"(37.63864012300047, -120.99999953799971)",,6,ALC,ALC2_2,AgeAdjPrev,GENDER,GENF,,,,
2015,2015,CA,California,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.1,16.1,,,14.7,17.7,Race/Ethnicity,Hispanic,"(37.63864012300047, -120.99999953799971)",,6,ALC,ALC2_2,AgeAdjPrev,RACE,HIS,,,,
2015,2015,CA,California,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,21.2,21.2,,,19.9,22.6,Gender,Male,"(37.63864012300047, -120.99999953799971)",,6,ALC,ALC2_2,AgeAdjPrev,GENDER,GENM,,,,
2015,2015,CA,California,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,15.9,15.9,,,11.6,21.5,Race/Ethnicity,"Multiracial, non-Hispanic","(37.63864012300047, -120.99999953799971)",,6,ALC,ALC2_2,AgeAdjPrev,RACE,MRC,,,,
2015,2015,CA,California,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.4,10.4,,,8.4,12.7,Race/Ethnicity,"Other, non-Hispanic","(37.63864012300047, -120.99999953799971)",,6,ALC,ALC2_2,AgeAdjPrev,RACE,OTH,,,,
2015,2015,CA,California,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.6,16.6,,,15.8,17.5,Overall,Overall,"(37.63864012300047, -120.99999953799971)",,6,ALC,ALC2_2,AgeAdjPrev,OVERALL,OVR,,,,
2015,2015,CA,California,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,20.8,20.8,,,19.4,22.2,Race/Ethnicity,"White, non-Hispanic","(37.63864012300047, -120.99999953799971)",,6,ALC,ALC2_2,AgeAdjPrev,RACE,WHT,,,,
2015,2015,CO,Colorado,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,13.5,13.5,,,8.6,20.7,Race/Ethnicity,"Black, non-Hispanic","(38.843840757000464, -106.13361092099967)",,8,ALC,ALC2_2,AgeAdjPrev,RACE,BLK,,,,
2015,2015,CO,Colorado,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,13,13,,,11.6,14.4,Gender,Female,"(38.843840757000464, -106.13361092099967)",,8,ALC,ALC2_2,AgeAdjPrev,GENDER,GENF,,,,
2015,2015,CO,Colorado,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,15.6,15.6,,,13.3,18.3,Race/Ethnicity,Hispanic,"(38.843840757000464, -106.13361092099967)",,8,ALC,ALC2_2,AgeAdjPrev,RACE,HIS,,,,
2015,2015,CO,Colorado,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,22.8,22.8,,,21,24.7,Gender,Male,"(38.843840757000464, -106.13361092099967)",,8,ALC,ALC2_2,AgeAdjPrev,GENDER,GENM,,,,
2015,2015,CO,Colorado,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,20.5,20.5,,,12.4,32,Race/Ethnicity,"Multiracial, non-Hispanic","(38.843840757000464, -106.13361092099967)",,8,ALC,ALC2_2,AgeAdjPrev,RACE,MRC,,,,
2015,2015,CO,Colorado,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,11.2,11.2,,,7.4,16.8,Race/Ethnicity,"Other, non-Hispanic","(38.843840757000464, -106.13361092099967)",,8,ALC,ALC2_2,AgeAdjPrev,RACE,OTH,,,,
2015,2015,CO,Colorado,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,18,18,,,16.8,19.2,Overall,Overall,"(38.843840757000464, -106.13361092099967)",,8,ALC,ALC2_2,AgeAdjPrev,OVERALL,OVR,,,,
2015,2015,CO,Colorado,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,19.4,19.4,,,18,21,Race/Ethnicity,"White, non-Hispanic","(38.843840757000464, -106.13361092099967)",,8,ALC,ALC2_2,AgeAdjPrev,RACE,WHT,,,,
2015,2015,CT,Connecticut,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,12.1,12.1,,,9.2,15.7,Race/Ethnicity,"Black, non-Hispanic","(41.56266102000046, -72.64984095199964)",,9,ALC,ALC2_2,AgeAdjPrev,RACE,BLK,,,,
2015,2015,CT,Connecticut,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,12.3,12.3,,,10.9,13.8,Gender,Female,"(41.56266102000046, -72.64984095199964)",,9,ALC,ALC2_2,AgeAdjPrev,GENDER,GENF,,,,
2015,2015,CT,Connecticut,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,15,15,,,12.4,18.1,Race/Ethnicity,Hispanic,"(41.56266102000046, -72.64984095199964)",,9,ALC,ALC2_2,AgeAdjPrev,RACE,HIS,,,,
2015,2015,CT,Connecticut,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,24.3,24.3,,,22.5,26.2,Gender,Male,"(41.56266102000046, -72.64984095199964)",,9,ALC,ALC2_2,AgeAdjPrev,GENDER,GENM,,,,
2015,2015,CT,Connecticut,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,13.3,13.3,,,7.7,22,Race/Ethnicity,"Multiracial, non-Hispanic","(41.56266102000046, -72.64984095199964)",,9,ALC,ALC2_2,AgeAdjPrev,RACE,MRC,,,,
2015,2015,CT,Connecticut,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.8,8.8,,,5.7,13.5,Race/Ethnicity,"Other, non-Hispanic","(41.56266102000046, -72.64984095199964)",,9,ALC,ALC2_2,AgeAdjPrev,RACE,OTH,,,,
2015,2015,CT,Connecticut,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,18.2,18.2,,,17.1,19.5,Overall,Overall,"(41.56266102000046, -72.64984095199964)",,9,ALC,ALC2_2,AgeAdjPrev,OVERALL,OVR,,,,
2015,2015,CT,Connecticut,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,21.2,21.2,,,19.7,22.8,Race/Ethnicity,"White, non-Hispanic","(41.56266102000046, -72.64984095199964)",,9,ALC,ALC2_2,AgeAdjPrev,RACE,WHT,,,,
2015,2015,DC,District of Columbia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.8,16.8,,,13,21.3,Race/Ethnicity,"Black, non-Hispanic","(38.907192, -77.036871)",,11,ALC,ALC2_2,AgeAdjPrev,RACE,BLK,,,,
2015,2015,DC,District of Columbia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,19.2,19.2,,,16,22.9,Gender,Female,"(38.907192, -77.036871)",,11,ALC,ALC2_2,AgeAdjPrev,GENDER,GENF,,,,
2015,2015,DC,District of Columbia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,30.6,30.6,,,22.8,39.6,Race/Ethnicity,Hispanic,"(38.907192, -77.036871)",,11,ALC,ALC2_2,AgeAdjPrev,RACE,HIS,,,,
2015,2015,DC,District of Columbia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,30.1,30.1,,,26,34.5,Gender,Male,"(38.907192, -77.036871)",,11,ALC,ALC2_2,AgeAdjPrev,GENDER,GENM,,,,
2015,2015,DC,District of Columbia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,34.4,34.4,,,25,45.2,Race/Ethnicity,"Multiracial, non-Hispanic","(38.907192, -77.036871)",,11,ALC,ALC2_2,AgeAdjPrev,RACE,MRC,,,,
2015,2015,DC,District of Columbia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,15.1,15.1,,,8.6,25.2,Race/Ethnicity,"Other, non-Hispanic","(38.907192, -77.036871)",,11,ALC,ALC2_2,AgeAdjPrev,RACE,OTH,,,,
2015,2015,DC,District of Columbia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,24.4,24.4,,,21.7,27.3,Overall,Overall,"(38.907192, -77.036871)",,11,ALC,ALC2_2,AgeAdjPrev,OVERALL,OVR,,,,
2015,2015,DC,District of Columbia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,31.6,31.6,,,27.4,36.1,Race/Ethnicity,"White, non-Hispanic","(38.907192, -77.036871)",,11,ALC,ALC2_2,AgeAdjPrev,RACE,WHT,,,,
2015,2015,DE,Delaware,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,14.6,14.6,,,10.9,19.3,Race/Ethnicity,"Black, non-Hispanic","(39.008830667000495, -75.57774116799965)",,10,ALC,ALC2_2,AgeAdjPrev,RACE,BLK,,,,
2015,2015,DE,Delaware,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,13.2,13.2,,,10.9,16,Gender,Female,"(39.008830667000495, -75.57774116799965)",,10,ALC,ALC2_2,AgeAdjPrev,GENDER,GENF,,,,
2015,2015,DE,Delaware,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,16.1,16.1,,,10.9,23.1,Race/Ethnicity,Hispanic,"(39.008830667000495, -75.57774116799965)",,10,ALC,ALC2_2,AgeAdjPrev,RACE,HIS,,,,
2015,2015,DE,Delaware,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,18.6,18.6,,,15.8,21.6,Gender,Male,"(39.008830667000495, -75.57774116799965)",,10,ALC,ALC2_2,AgeAdjPrev,GENDER,GENM,,,,
2015,2015,DE,Delaware,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic","(39.008830667000495, -75.57774116799965)",,10,ALC,ALC2_2,AgeAdjPrev,RACE,MRC,,,,
2015,2015,DE,Delaware,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic","(39.008830667000495, -75.57774116799965)",,10,ALC,ALC2_2,AgeAdjPrev,RACE,OTH,,,,
2015,2015,DE,Delaware,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,15.7,15.7,,,13.9,17.8,Overall,Overall,"(39.008830667000495, -75.57774116799965)",,10,ALC,ALC2_2,AgeAdjPrev,OVERALL,OVR,,,,
2015,2015,DE,Delaware,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,17.3,17.3,,,14.8,20.2,Race/Ethnicity,"White, non-Hispanic","(39.008830667000495, -75.57774116799965)",,10,ALC,ALC2_2,AgeAdjPrev,RACE,WHT,,,,
2015,2015,FL,Florida,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,11.8,11.8,,,9.1,15.2,Race/Ethnicity,"Black, non-Hispanic","(28.932040377000476, -81.92896053899966)",,12,ALC,ALC2_2,AgeAdjPrev,RACE,BLK,,,,
2015,2015,FL,Florida,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,12.6,12.6,,,11,14.2,Gender,Female,"(28.932040377000476, -81.92896053899966)",,12,ALC,ALC2_2,AgeAdjPrev,GENDER,GENF,,,,
2015,2015,FL,Florida,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,15.2,15.2,,,12.6,18.2,Race/Ethnicity,Hispanic,"(28.932040377000476, -81.92896053899966)",,12,ALC,ALC2_2,AgeAdjPrev,RACE,HIS,,,,
2015,2015,FL,Florida,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,22,22,,,19.9,24.2,Gender,Male,"(28.932040377000476, -81.92896053899966)",,12,ALC,ALC2_2,AgeAdjPrev,GENDER,GENM,,,,
2015,2015,FL,Florida,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,17.3,17.3,,,9.7,28.9,Race/Ethnicity,"Multiracial, non-Hispanic","(28.932040377000476, -81.92896053899966)",,12,ALC,ALC2_2,AgeAdjPrev,RACE,MRC,,,,
2015,2015,FL,Florida,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,14.1,14.1,,,8.8,21.8,Race/Ethnicity,"Other, non-Hispanic","(28.932040377000476, -81.92896053899966)",,12,ALC,ALC2_2,AgeAdjPrev,RACE,OTH,,,,
2015,2015,FL,Florida,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,17.2,17.2,,,15.9,18.5,Overall,Overall,"(28.932040377000476, -81.92896053899966)",,12,ALC,ALC2_2,AgeAdjPrev,OVERALL,OVR,,,,
2015,2015,FL,Florida,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,20.4,20.4,,,18.6,22.4,Race/Ethnicity,"White, non-Hispanic","(28.932040377000476, -81.92896053899966)",,12,ALC,ALC2_2,AgeAdjPrev,RACE,WHT,,,,
2015,2015,GA,Georgia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,12.9,12.9,,,10.2,16.2,Race/Ethnicity,"Black, non-Hispanic","(32.83968109300048, -83.62758034599966)",,13,ALC,ALC2_2,AgeAdjPrev,RACE,BLK,,,,
2015,2015,GA,Georgia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.6,10.6,,,8.9,12.7,Gender,Female,"(32.83968109300048, -83.62758034599966)",,13,ALC,ALC2_2,AgeAdjPrev,GENDER,GENF,,,,
2015,2015,GA,Georgia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,18,18,,,12.1,25.9,Race/Ethnicity,Hispanic,"(32.83968109300048, -83.62758034599966)",,13,ALC,ALC2_2,AgeAdjPrev,RACE,HIS,,,,
2015,2015,GA,Georgia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,21,21,,,18.5,23.8,Gender,Male,"(32.83968109300048, -83.62758034599966)",,13,ALC,ALC2_2,AgeAdjPrev,GENDER,GENM,,,,
2015,2015,GA,Georgia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic","(32.83968109300048, -83.62758034599966)",,13,ALC,ALC2_2,AgeAdjPrev,RACE,MRC,,,,
2015,2015,GA,Georgia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.4,9.4,,,5.2,16.6,Race/Ethnicity,"Other, non-Hispanic","(32.83968109300048, -83.62758034599966)",,13,ALC,ALC2_2,AgeAdjPrev,RACE,OTH,,,,
2015,2015,GA,Georgia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,15.7,15.7,,,14.1,17.4,Overall,Overall,"(32.83968109300048, -83.62758034599966)",,13,ALC,ALC2_2,AgeAdjPrev,OVERALL,OVR,,,,
2015,2015,GA,Georgia,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,17.8,17.8,,,15.7,20.1,Race/Ethnicity,"White, non-Hispanic","(32.83968109300048, -83.62758034599966)",,13,ALC,ALC2_2,AgeAdjPrev,RACE,WHT,,,,
2015,2015,GU,Guam,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic","(13.444304, 144.793731)",,66,ALC,ALC2_2,AgeAdjPrev,RACE,BLK,,,,
